StockCode,total_price
35647,16.25
90089,16.22
85160a,16.13
90214V,15.98
72815,15.97
85136B,15.9
84795C,15.9
DCGS0069,15.79
78034B,15.6
20816,15.6
90214F,15.43
84989A,15.4
90132,15.16
90140,15.12
72024U,15.12
84660b,15.08
35610A,15.02
17191A,15.0
23449,15.0
84415A,15.0
90078,15.0
90189A,15.0
84705C,15.0
84462,15.0
90069,15.0
90025F,14.96
23621,14.94
84509g,14.92
90046,14.85
90048,14.85
85031C,14.85
84593,14.75
23634,14.55
16202B,14.5
90027C,14.5
90182B,14.5
37489A,14.43
47593A,14.37
90052,14.14
62043B,14.11
79336,13.68
37489C,13.65
85017A,13.58
90065B,13.5
90214T,13.46
84745B,13.44
84745A,13.44
23639,13.32
23607,13.28
37491C,13.2
84388,13.14
37462E,13.1
16162L,13.0
47013C,12.97
18097A,12.75
DCGS0070,12.72
21895,12.72
90042C,12.7
90055,12.53
90037C,12.52
20671,12.5
90020,12.48
23635,12.48
23654,12.45
82613c,12.4
79329,12.18
17164B,12.18
84016,12.16
90178B,11.95
90021,11.95
84614A,11.9
44092B,11.9
84620,11.9
90214Z,11.84
37444B,11.8
35818B,11.78
16162M,11.76
16043,11.76
23608,11.64
23605,11.64
85184c,11.58
71050,11.55
72798C,11.55
90152B,11.46
90025D,11.19
84536a,11.06
37488A,10.92
79026B,10.61
16161M,10.5
16169N,10.5
35966,10.26
35958,10.2
40005B,10.2
85109,10.2
44089C,10.08
90053,9.99
23619,9.96
23624,9.96
23615,9.96
23650,9.96
37474,9.95
84689,9.95
82613b,9.94
DCGS0003,9.94
37491D,9.88
85231g,9.78
44242A,9.48
23441,9.24
35809B,9.18
90184c,9.15
90181C,9.15
37351,9.06
81950V,8.89
45013,8.85
20906,8.85
84773,8.85
90077,8.82
90011E,8.76
90011D,8.76
90027B,8.76
16206B,8.75
90130D,8.7
84732B,8.58
90102,8.5
90167,8.5
44265,8.5
21410,8.47
72803b,8.47
85035c,8.47
85035b,8.47
85036b,8.47
84975,8.45
20871,8.42
21594,8.34
23612,8.3
72802c,8.29
85034b,8.29
84924F,7.9
16244B,7.85
35607A,7.82
85189,7.65
90042A,7.65
79149B,7.56
90025A,7.5
85160A,7.5
37379A,7.5
16202E,7.5
21827,7.5
90068,7.5
23633,7.47
62097B,7.47
90128A,7.43
84596g,7.38
71496B,7.37
10124G,7.14
90214W,6.82
90214O,6.82
35443,6.8
84802B,6.76
21186,6.72
35833G,6.72
10124A,6.72
62074B,6.72
23604,6.64
37491B,6.6
20678,6.6
90126C,6.58
85224,6.3
44089A,6.3
21228,6.25
85225,6.25
35591T,6.25
23610,6.24
84499,5.95
90152C,5.95
90060B,5.95
35598C,5.9
79161A,5.9
23638,5.82
23652,5.82
23617,5.82
90067B,5.8
90011C,5.8
23630,5.48
21839,5.45
35004P,5.45
81953P,5.32
20964,5.1
37509,5.1
90142A,5.09
84803A,5.07
22034,5.02
47593b,4.98
90135A,4.98
23649,4.98
90128D,4.97
90128C,4.97
84661b,4.96
84661a,4.96
85031B,4.95
90081B,4.95
35650,4.95
85049d,4.92
85049b,4.92
85231b,4.92
90127A,4.92
84971l,4.92
84613C,4.65
71215,4.62
79151B,4.62
84206A,4.56
84732D,4.29
22218,4.25
79157V,4.25
20703,4.25
20861,4.2
47016,4.2
22206,4.17
46776b,4.13
46776e,4.13
47591b,4.13
84536b,4.05
44091A,3.78
17174,3.78
90128B,3.76
37464,3.75
79192A,3.75
90025E,3.73
90025B,3.73
35271S,3.61
16010,3.6
84270,3.57
16202A,3.5
90214U,3.48
79157B,3.4
84802A,3.38
85119,3.36
22528,3.36
90126A,3.36
21160,3.36
23643,3.33
90187A,3.32
84534b,3.32
10123C,3.25
47013A,3.04
23602,2.91
23609,2.91
23628,2.91
90183c,2.9
m,2.55
90100,2.55
17028J,2.52
35609A,2.51
62096B,2.5
90037A,2.48
84201B,2.47
85049c,2.46
84510e,2.46
85179a,2.46
84596l,2.46
82613a,2.46
37330,2.34
46115B,2.28
77079,2.12
85170A,2.1
47579,2.1
90112,2.1
20860,2.1
21414,2.1
81953B,2.09
84731,2.04
22146,1.95
22323,1.95
21491,1.95
90092,1.66
84550,1.65
23664,1.65
84206C,1.52
84977,1.25
37461,1.25
35597A,1.25
35597B,1.25
84569C,1.25
84743C,1.25
21009,1.25
84990,1.1
84201C,0.95
84206B,0.95
90084,0.85
21268,0.84
51014c,0.83
84227,0.42
PADS,0.0
